title,genres,one_star,two_star,three_star,four_star,five_star,rating
MMORPG: The Elementalist,Action,12,3,11,2,16,3.2
MMORPG: The Elementalist,Adventure,12,3,11,2,16,3.2
MMORPG: The Elementalist,Fantasy,12,3,11,2,16,3.2
The True Scandal,Psychological,4,2,2,2,16,3.9
The True Scandal,Romance,4,2,2,2,16,3.9
The True Scandal,Yaoi,4,2,2,2,16,3.9
Wholeheartedly Willing,Adult,6,2,4,1,14,3.6
Wholeheartedly Willing,Romance,6,2,4,1,14,3.6
Wholeheartedly Willing,Smut,6,2,4,1,14,3.6
I Can View Character Attributes,Sci-fi,0,1,1,0,4,4.2
I Can View Character Attributes,Adventure,0,1,1,0,4,4.2
I Can View Character Attributes,Martial Arts,0,1,1,0,4,4.2
I Can View Character Attributes,Action,0,1,1,0,4,4.2
Saving The Black Immortal Venerable,Supernatural,1,2,6,6,31,4.4
Saving The Black Immortal Venerable,Xianxia,1,2,6,6,31,4.4
Saving The Black Immortal Venerable,Comedy,1,2,6,6,31,4.4
Saving The Black Immortal Venerable,Martial Arts,1,2,6,6,31,4.4
Saving The Black Immortal Venerable,Romance,1,2,6,6,31,4.4
Demon King/The Parting of the Orchid and Cang,Psychological,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Drama,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Xianxia,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Adventure,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Comedy,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Gender Bender,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Josei,5,16,9,28,105,4.3
Demon King/The Parting of the Orchid and Cang,Romance,5,16,9,28,105,4.3
Fantasy Falls,Action,11,10,9,8,38,3.7
Fantasy Falls,Adventure,11,10,9,8,38,3.7
Fantasy Falls,Drama,11,10,9,8,38,3.7
Fantasy Falls,Fantasy,11,10,9,8,38,3.7
Fantasy Falls,Sci-fi,11,10,9,8,38,3.7
Fantasy Falls,Supernatural,11,10,9,8,38,3.7
Fantasy Falls,Tragedy,11,10,9,8,38,3.7
Fantasy Falls,Xuanhuan,11,10,9,8,38,3.7
Super Soldier King,Harem,26,12,20,23,97,3.9
Super Soldier King,Supernatural,26,12,20,23,97,3.9
Super Soldier King,Action,26,12,20,23,97,3.9
Super Soldier King,Martial Arts,26,12,20,23,97,3.9
Super Soldier King,Adult,26,12,20,23,97,3.9
A Filthy Rich Hamster in the Apocalypse,Sci-fi,10,15,35,42,107,4.1
A Filthy Rich Hamster in the Apocalypse,Adventure,10,15,35,42,107,4.1
A Filthy Rich Hamster in the Apocalypse,Comedy,10,15,35,42,107,4.1
A Filthy Rich Hamster in the Apocalypse,Action,10,15,35,42,107,4.1
A Filthy Rich Hamster in the Apocalypse,Shounen Ai,10,15,35,42,107,4.1
A Filthy Rich Hamster in the Apocalypse,Romance,10,15,35,42,107,4.1
The Return of the Condor Heroes,Action,1,2,4,3,29,4.5
The Return of the Condor Heroes,Adventure,1,2,4,3,29,4.5
The Return of the Condor Heroes,Romance,1,2,4,3,29,4.5
The Return of the Condor Heroes,Wuxia,1,2,4,3,29,4.5
The Resplendent Farming Apothecary,Drama,5,8,17,26,86,4.3
The Resplendent Farming Apothecary,Adventure,5,8,17,26,86,4.3
The Resplendent Farming Apothecary,Shoujo,5,8,17,26,86,4.3
The Resplendent Farming Apothecary,Slice of Life,5,8,17,26,86,4.3
The Resplendent Farming Apothecary,Fantasy,5,8,17,26,86,4.3
The Resplendent Farming Apothecary,Romance,5,8,17,26,86,4.3
Demon’s Diary,Mystery,48,30,95,132,387,4.1
Demon’s Diary,Harem,48,30,95,132,387,4.1
Demon’s Diary,Xianxia,48,30,95,132,387,4.1
Demon’s Diary,Adventure,48,30,95,132,387,4.1
Demon’s Diary,Action,48,30,95,132,387,4.1
Demon’s Diary,Martial Arts,48,30,95,132,387,4.1
"That Village, That Person, That Fool",Historical,0,1,3,4,2,3.7
"That Village, That Person, That Fool",Slice of Life,0,1,3,4,2,3.7
"That Village, That Person, That Fool",Romance,0,1,3,4,2,3.7
My Wife Is Dominant,Slice of Life,11,3,6,3,12,3.1
My Wife Is Dominant,Drama,11,3,6,3,12,3.1
My Wife Is Dominant,Romance,11,3,6,3,12,3.1
Through The Strait Gates,School Life,7,3,10,27,135,4.5
Through The Strait Gates,Drama,7,3,10,27,135,4.5
Through The Strait Gates,Shounen Ai,7,3,10,27,135,4.5
Through The Strait Gates,Slice of Life,7,3,10,27,135,4.5
Through The Strait Gates,Romance,7,3,10,27,135,4.5
Privileged Player,Action,8,1,5,5,15,3.5
Privileged Player,Adventure,8,1,5,5,15,3.5
Privileged Player,Fantasy,8,1,5,5,15,3.5
Privileged Player,Harem,8,1,5,5,15,3.5
The Skill of Dragon Breaking the Nine Heavens,Xuanhuan,0,1,1,0,2,3.8
After the Full-Level Boss is Reborn,Action,1,2,6,1,14,4
After the Full-Level Boss is Reborn,Drama,1,2,6,1,14,4
After the Full-Level Boss is Reborn,Romance,1,2,6,1,14,4
After the Full-Level Boss is Reborn,Xianxia,1,2,6,1,14,4
After the Full-Level Boss is Reborn,Yuri,1,2,6,1,14,4
The King’s Game,Action,15,23,44,58,155,4.1
The King’s Game,Adventure,15,23,44,58,155,4.1
The King’s Game,Fantasy,15,23,44,58,155,4.1
The King’s Game,Romance,15,23,44,58,155,4.1
The King’s Game,Yaoi,15,23,44,58,155,4.1
Jin Se,Shounen Ai,7,10,16,15,61,4
Jin Se,Xianxia,7,10,16,15,61,4
Jin Se,Romance,7,10,16,15,61,4
Full-time Lottery System,Action,4,1,3,2,1,2.5
Full-time Lottery System,Comedy,4,1,3,2,1,2.5
Full-time Lottery System,Mature,4,1,3,2,1,2.5
Full-time Lottery System,Sci-fi,4,1,3,2,1,2.5
Demon Sword Maiden,Martial Arts,27,20,23,21,149,4
Demon Sword Maiden,Yuri,27,20,23,21,149,4
Demon Sword Maiden,Mystery,27,20,23,21,149,4
Demon Sword Maiden,Shoujo Ai,27,20,23,21,149,4
Demon Sword Maiden,Gender Bender,27,20,23,21,149,4
Demon Sword Maiden,Action,27,20,23,21,149,4
Demon Sword Maiden,Ecchi,27,20,23,21,149,4
Demon Sword Maiden,Fantasy,27,20,23,21,149,4
Destined Marriage of Shang Jun,Drama,9,3,3,0,28,3.8
Destined Marriage of Shang Jun,Gender Bender,9,3,3,0,28,3.8
Destined Marriage of Shang Jun,Action,9,3,3,0,28,3.8
Destined Marriage of Shang Jun,Martial Arts,9,3,3,0,28,3.8
Destined Marriage of Shang Jun,Romance,9,3,3,0,28,3.8
Wild Princess: Marrying an Ugly Prince,Historical,10,3,3,2,14,3.2
Wild Princess: Marrying an Ugly Prince,Josei,10,3,3,2,14,3.2
Wild Princess: Marrying an Ugly Prince,Romance,10,3,3,2,14,3.2
My House of Horrors,Action,22,4,26,43,411,4.6
My House of Horrors,Adventure,22,4,26,43,411,4.6
My House of Horrors,Horror,22,4,26,43,411,4.6
My House of Horrors,Mature,22,4,26,43,411,4.6
My House of Horrors,Mystery,22,4,26,43,411,4.6
My House of Horrors,Seinen,22,4,26,43,411,4.6
My House of Horrors,Supernatural,22,4,26,43,411,4.6
From Cultivator to Widow,Slice of Life,2,0,0,4,6,4
From Cultivator to Widow,Fantasy,2,0,0,4,6,4
My Fake System,Gender Bender,2,2,1,1,3,3.1
My Fake System,Comedy,2,2,1,1,3,3.1
My Fake System,Action,2,2,1,1,3,3.1
My Fake System,Shoujo,2,2,1,1,3,3.1
Above the Firmament: Legend of Skyrim,Action,1,6,3,1,7,3.4
Above the Firmament: Legend of Skyrim,Mature,1,6,3,1,7,3.4
Above the Firmament: Legend of Skyrim,Romance,1,6,3,1,7,3.4
Above the Firmament: Legend of Skyrim,Sci-fi,1,6,3,1,7,3.4
Above the Firmament: Legend of Skyrim,Smut,1,6,3,1,7,3.4
Above the Firmament: Legend of Skyrim,Yaoi,1,6,3,1,7,3.4
Home of the Unusual Creatures,Action,4,2,1,1,6,3.2
Home of the Unusual Creatures,Adventure,4,2,1,1,6,3.2
Home of the Unusual Creatures,Comedy,4,2,1,1,6,3.2
Home of the Unusual Creatures,Fantasy,4,2,1,1,6,3.2
Home of the Unusual Creatures,Horror,4,2,1,1,6,3.2
Home of the Unusual Creatures,Mystery,4,2,1,1,6,3.2
Home of the Unusual Creatures,Sci-fi,4,2,1,1,6,3.2
Home of the Unusual Creatures,Supernatural,4,2,1,1,6,3.2
"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",Adventure,6,5,8,8,36,4
"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",Comedy,6,5,8,8,36,4
"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",Harem,6,5,8,8,36,4
"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",Romance,6,5,8,8,36,4
"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",Yaoi,6,5,8,8,36,4
When Rabbit Met Wolf,Comedy,3,5,5,2,8,3.3
When Rabbit Met Wolf,Romance,3,5,5,2,8,3.3
When Rabbit Met Wolf,Smut,3,5,5,2,8,3.3
Tender,School Life,1,2,5,2,15,4.1
Tender,Slice of Life,1,2,5,2,15,4.1
Tender,Romance,1,2,5,2,15,4.1
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Psychological,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Mystery,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Drama,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Supernatural,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Gender Bender,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Comedy,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Action,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Tragedy,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Martial Arts,19,13,19,20,154,4.2
"After Taken as a Prisoner of War, the Vampire Queen Turned Me Into a Vampire and Made Me Her Daughter",Fantasy,19,13,19,20,154,4.2
Bringing a Son to Marry a Giant,Drama,5,4,9,1,26,3.9
Bringing a Son to Marry a Giant,Romance,5,4,9,1,26,3.9
Bringing a Son to Marry a Giant,Yaoi,5,4,9,1,26,3.9
Become the Apex of the Black Tyrant CEO,Drama,7,6,22,19,27,3.7
Become the Apex of the Black Tyrant CEO,Fantasy,7,6,22,19,27,3.7
Become the Apex of the Black Tyrant CEO,Mature,7,6,22,19,27,3.7
Become the Apex of the Black Tyrant CEO,Romance,7,6,22,19,27,3.7
Become the Apex of the Black Tyrant CEO,Sci-fi,7,6,22,19,27,3.7
Become the Apex of the Black Tyrant CEO,Supernatural,7,6,22,19,27,3.7
Reborn as a Werewolf Ancestor,Action,0,0,2,0,2,4
Reborn as a Werewolf Ancestor,Adventure,0,0,2,0,2,4
Reborn as a Werewolf Ancestor,Fantasy,0,0,2,0,2,4
Reborn Top Student and Sweet Little Wife,School Life,7,6,3,5,12,3.3
Reborn Top Student and Sweet Little Wife,Comedy,7,6,3,5,12,3.3
Reborn Top Student and Sweet Little Wife,Josei,7,6,3,5,12,3.3
Reborn Top Student and Sweet Little Wife,Romance,7,6,3,5,12,3.3
Godly Talented Doctor,Xuanhuan,1,4,3,1,4,3.2
Godly Talented Doctor,Drama,1,4,3,1,4,3.2
Godly Talented Doctor,Supernatural,1,4,3,1,4,3.2
Godly Talented Doctor,Adventure,1,4,3,1,4,3.2
Godly Talented Doctor,Comedy,1,4,3,1,4,3.2
Godly Talented Doctor,Action,1,4,3,1,4,3.2
Godly Talented Doctor,Martial Arts,1,4,3,1,4,3.2
Godly Talented Doctor,Fantasy,1,4,3,1,4,3.2
Godly Talented Doctor,Romance,1,4,3,1,4,3.2
The Wind and Snow,Action,1,0,0,0,1,3
The Wind and Snow,Adventure,1,0,0,0,1,3
The Wind and Snow,Fantasy,1,0,0,0,1,3
The Village Doctress,Action,1,0,3,2,6,4
The Village Doctress,Drama,1,0,3,2,6,4
The Village Doctress,Fantasy,1,0,3,2,6,4
Reborn In The ’80s,Shounen Ai,5,5,11,26,56,4.2
Reborn In The ’80s,Slice of Life,5,5,11,26,56,4.2
The Rice Pot Next Door,Comedy,12,4,8,55,199,4.5
The Rice Pot Next Door,Drama,12,4,8,55,199,4.5
The Rice Pot Next Door,Josei,12,4,8,55,199,4.5
The Rice Pot Next Door,Romance,12,4,8,55,199,4.5
Fleeting Midsummer (Beijing University’s Weakest Student),School Life,17,7,25,14,94,4
Fleeting Midsummer (Beijing University’s Weakest Student),Comedy,17,7,25,14,94,4
Fleeting Midsummer (Beijing University’s Weakest Student),Josei,17,7,25,14,94,4
Fleeting Midsummer (Beijing University’s Weakest Student),Romance,17,7,25,14,94,4
The Villainess Female Supporting Character Raising Her Bun,Fantasy,9,15,55,76,89,3.9
The Villainess Female Supporting Character Raising Her Bun,Josei,9,15,55,76,89,3.9
The Villainess Female Supporting Character Raising Her Bun,Romance,9,15,55,76,89,3.9
Dancer In The Shadow,Martial Arts,1,0,2,0,0,2.3
Dancer In The Shadow,Action,1,0,2,0,0,2.3
Dancer In The Shadow,Mature,1,0,2,0,0,2.3
Dancer In The Shadow,Fantasy,1,0,2,0,0,2.3
Fifteen Years of Waiting for Migratory Birds,Tragedy,1,0,1,2,2,3.7
Fifteen Years of Waiting for Migratory Birds,Slice of Life,1,0,1,2,2,3.7
Fifteen Years of Waiting for Migratory Birds,Drama,1,0,1,2,2,3.7
Fifteen Years of Waiting for Migratory Birds,Romance,1,0,1,2,2,3.7
"Master, Hello",Romance,3,5,3,3,6,3.2
Dissolute Wives Conquering System,Adult,3,2,9,2,9,3.5
Dissolute Wives Conquering System,Historical,3,2,9,2,9,3.5
Dissolute Wives Conquering System,Smut,3,2,9,2,9,3.5
Dissolute Wives Conquering System,Yaoi,3,2,9,2,9,3.5
Dark Blue and Moonlight,Drama,6,1,2,0,8,3.2
Dark Blue and Moonlight,Adult,6,1,2,0,8,3.2
Dark Blue and Moonlight,Shounen Ai,6,1,2,0,8,3.2
Dark Blue and Moonlight,Slice of Life,6,1,2,0,8,3.2
Dark Blue and Moonlight,Romance,6,1,2,0,8,3.2
Reincarnating to Become a Japanese Chef God,Comedy,15,0,2,2,12,2.9
Reincarnating to Become a Japanese Chef God,Slice of Life,15,0,2,2,12,2.9
Reincarnating to Become a Japanese Chef God,Fantasy,15,0,2,2,12,2.9
Reincarnating to Become a Japanese Chef God,Supernatural,15,0,2,2,12,2.9
Peach Blossom Debt,Drama,10,11,17,37,134,4.3
Peach Blossom Debt,Romance,10,11,17,37,134,4.3
Peach Blossom Debt,Xianxia,10,11,17,37,134,4.3
Peach Blossom Debt,Yaoi,10,11,17,37,134,4.3
My CEO Goes OoC,Shounen Ai,2,5,19,10,8,3.4
My CEO Goes OoC,Comedy,2,5,19,10,8,3.4
My CEO Goes OoC,Romance,2,5,19,10,8,3.4
Wan Wu Sang Zhi,Adult,10,6,11,9,68,4.1
Wan Wu Sang Zhi,Mature,10,6,11,9,68,4.1
Wan Wu Sang Zhi,Romance,10,6,11,9,68,4.1
Wan Wu Sang Zhi,Smut,10,6,11,9,68,4.1
Wan Wu Sang Zhi,Yaoi,10,6,11,9,68,4.1
Complete Martial Arts Attributes,Xuanhuan,15,1,5,5,20,3.3
Complete Martial Arts Attributes,Adventure,15,1,5,5,20,3.3
Complete Martial Arts Attributes,Comedy,15,1,5,5,20,3.3
Complete Martial Arts Attributes,Action,15,1,5,5,20,3.3
Complete Martial Arts Attributes,Martial Arts,15,1,5,5,20,3.3
Complete Martial Arts Attributes,Fantasy,15,1,5,5,20,3.3
Stuttering Big Boss’s White Moonlight,School Life,1,5,9,11,91,4.6
Stuttering Big Boss’s White Moonlight,Slice of Life,1,5,9,11,91,4.6
Stuttering Big Boss’s White Moonlight,Fantasy,1,5,9,11,91,4.6
Stuttering Big Boss’s White Moonlight,Romance,1,5,9,11,91,4.6
Overturning the World,Drama,8,1,13,8,34,3.9
Overturning the World,Historical,8,1,13,8,34,3.9
Overturning the World,Romance,8,1,13,8,34,3.9
Overturning the World,Tragedy,8,1,13,8,34,3.9
Lovers Always on the Counterattack,School Life,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Yaoi,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Supernatural,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Adventure,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Comedy,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Slice of Life,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Fantasy,15,23,27,31,105,3.9
Lovers Always on the Counterattack,Romance,15,23,27,31,105,3.9
Diary of a Monkey,Romance,1,2,8,1,3,3.2
World Controlling God,Mature,26,12,15,19,72,3.7
World Controlling God,Xuanhuan,26,12,15,19,72,3.7
World Controlling God,Harem,26,12,15,19,72,3.7
World Controlling God,Adventure,26,12,15,19,72,3.7
World Controlling God,Action,26,12,15,19,72,3.7
World Controlling God,Martial Arts,26,12,15,19,72,3.7
World Controlling God,Fantasy,26,12,15,19,72,3.7
The Longest Day in Chang’an,Action,4,1,2,4,14,3.9
The Longest Day in Chang’an,Adventure,4,1,2,4,14,3.9
The Longest Day in Chang’an,Drama,4,1,2,4,14,3.9
The Longest Day in Chang’an,Historical,4,1,2,4,14,3.9
The Longest Day in Chang’an,Mystery,4,1,2,4,14,3.9
The Blessing of Odin,Fantasy,0,0,0,1,2,4.7
The Blessing of Odin,Josei,0,0,0,1,2,4.7
The Blessing of Odin,Romance,0,0,0,1,2,4.7
The Blessing of Odin,Xuanhuan,0,0,0,1,2,4.7
Rebirth of the Film Emperor’s Beloved Wife,Drama,11,17,41,57,268,4.4
Rebirth of the Film Emperor’s Beloved Wife,Supernatural,11,17,41,57,268,4.4
Rebirth of the Film Emperor’s Beloved Wife,Josei,11,17,41,57,268,4.4
Rebirth of the Film Emperor’s Beloved Wife,Martial Arts,11,17,41,57,268,4.4
Rebirth of the Film Emperor’s Beloved Wife,Romance,11,17,41,57,268,4.4
The Long-awaited Mr Han,Slice of Life,10,6,10,12,21,3.5
The Long-awaited Mr Han,Drama,10,6,10,12,21,3.5
The Long-awaited Mr Han,Romance,10,6,10,12,21,3.5
The Long-awaited Mr Han,Josei,10,6,10,12,21,3.5
The Cold Regent Keeps a Fox as a Consort,Comedy,31,10,22,8,73,3.6
The Cold Regent Keeps a Fox as a Consort,Drama,31,10,22,8,73,3.6
The Cold Regent Keeps a Fox as a Consort,Josei,31,10,22,8,73,3.6
The Cold Regent Keeps a Fox as a Consort,Romance,31,10,22,8,73,3.6
The Cold Regent Keeps a Fox as a Consort,Supernatural,31,10,22,8,73,3.6
After The Abyss Dragon Woke Up,School Life,3,2,12,18,91,4.5
After The Abyss Dragon Woke Up,Yaoi,3,2,12,18,91,4.5
After The Abyss Dragon Woke Up,Adventure,3,2,12,18,91,4.5
After The Abyss Dragon Woke Up,Comedy,3,2,12,18,91,4.5
After The Abyss Dragon Woke Up,Action,3,2,12,18,91,4.5
After The Abyss Dragon Woke Up,Fantasy,3,2,12,18,91,4.5
Childhood Sweethearts,School Life,2,2,2,2,9,3.8
Childhood Sweethearts,Slice of Life,2,2,2,2,9,3.8
Childhood Sweethearts,Comedy,2,2,2,2,9,3.8
Childhood Sweethearts,Yuri,2,2,2,2,9,3.8
Boss’s Blind Date Notes,Comedy,15,6,8,9,29,3.5
Boss’s Blind Date Notes,Romance,15,6,8,9,29,3.5
Boss’s Blind Date Notes,Shoujo,15,6,8,9,29,3.5
Scum Man Cannot Redeem Himself,Drama,16,7,12,2,12,2.7
Scum Man Cannot Redeem Himself,Historical,16,7,12,2,12,2.7
Scum Man Cannot Redeem Himself,Romance,16,7,12,2,12,2.7
Scholar…I Don’t Want Any…Meow,Shounen Ai,2,0,13,20,24,4.1
Scholar…I Don’t Want Any…Meow,Xuanhuan,2,0,13,20,24,4.1
Supporting Role’s Aura,Drama,10,13,18,9,40,3.6
Supporting Role’s Aura,Romance,10,13,18,9,40,3.6
Supporting Role’s Aura,Yaoi,10,13,18,9,40,3.6
It is a Straight Road,Drama,9,5,8,4,34,3.8
It is a Straight Road,Mystery,9,5,8,4,34,3.8
It is a Straight Road,Romance,9,5,8,4,34,3.8
The Guide to the Peak of Quick Transmigration,Adventure,6,4,6,5,20,3.7
The Guide to the Peak of Quick Transmigration,Fantasy,6,4,6,5,20,3.7
The Guide to the Peak of Quick Transmigration,Romance,6,4,6,5,20,3.7
The Guide to the Peak of Quick Transmigration,Supernatural,6,4,6,5,20,3.7
The Guide to the Peak of Quick Transmigration,Yuri,6,4,6,5,20,3.7
Pampered to Heaven by RIch Husband,Drama,3,2,2,0,1,2.3
Pampered to Heaven by RIch Husband,Fantasy,3,2,2,0,1,2.3
Pampered to Heaven by RIch Husband,Romance,3,2,2,0,1,2.3
Transmigration: Raising the Child of the Male Lead Boss,Comedy,28,22,48,54,328,4.3
Transmigration: Raising the Child of the Male Lead Boss,Slice of Life,28,22,48,54,328,4.3
Transmigration: Raising the Child of the Male Lead Boss,Fantasy,28,22,48,54,328,4.3
Transmigration: Raising the Child of the Male Lead Boss,Romance,28,22,48,54,328,4.3
Empire in Progress,Action,2,2,4,0,6,3.4
Empire in Progress,Fantasy,2,2,4,0,6,3.4
Empire in Progress,Historical,2,2,4,0,6,3.4
Empire in Progress,Psychological,2,2,4,0,6,3.4
Empire in Progress,Supernatural,2,2,4,0,6,3.4
Empire in Progress,Tragedy,2,2,4,0,6,3.4
My Target is the Male Lead’s Son,Adult,3,2,6,4,13,3.8
My Target is the Male Lead’s Son,Comedy,3,2,6,4,13,3.8
My Target is the Male Lead’s Son,Fantasy,3,2,6,4,13,3.8
My Target is the Male Lead’s Son,Romance,3,2,6,4,13,3.8
Mo Yan’s Transmigration Inside The Book,Adult,27,16,21,12,67,3.5
Mo Yan’s Transmigration Inside The Book,Harem,27,16,21,12,67,3.5
Mo Yan’s Transmigration Inside The Book,Josei,27,16,21,12,67,3.5
Mo Yan’s Transmigration Inside The Book,Romance,27,16,21,12,67,3.5
Mo Yan’s Transmigration Inside The Book,Smut,27,16,21,12,67,3.5
I Became the Villain’s Own Daughter,Drama,4,1,7,13,32,4.2
I Became the Villain’s Own Daughter,Supernatural,4,1,7,13,32,4.2
I Became the Villain’s Own Daughter,Comedy,4,1,7,13,32,4.2
I Became the Villain’s Own Daughter,Tragedy,4,1,7,13,32,4.2
I Became the Villain’s Own Daughter,Slice of Life,4,1,7,13,32,4.2
I Became the Villain’s Own Daughter,Romance,4,1,7,13,32,4.2
Above the Clouds,Drama,1,0,3,1,2,3.4
Above the Clouds,Mystery,1,0,3,1,2,3.4
Above the Clouds,Psychological,1,0,3,1,2,3.4
Above the Clouds,Yuri,1,0,3,1,2,3.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Action,16,8,36,92,276,4.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Comedy,16,8,36,92,276,4.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Drama,16,8,36,92,276,4.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Romance,16,8,36,92,276,4.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Wuxia,16,8,36,92,276,4.4
Where is Our Agreement to be Each Other’s Arch-Rivals?,Yaoi,16,8,36,92,276,4.4
Little Terrified Bun,Shounen Ai,11,9,27,20,36,3.6
Little Terrified Bun,Comedy,11,9,27,20,36,3.6
Little Terrified Bun,Drama,11,9,27,20,36,3.6
Little Terrified Bun,Romance,11,9,27,20,36,3.6
Cannon Fodder Battle,Drama,0,0,1,1,1,4
Cannon Fodder Battle,Adventure,0,0,1,1,1,4
Cannon Fodder Battle,Gender Bender,0,0,1,1,1,4
Cannon Fodder Battle,Action,0,0,1,1,1,4
Cannon Fodder Battle,Fantasy,0,0,1,1,1,4
Picked Up A Small Cannon Fodder,Shounen Ai,5,10,5,5,19,3.5
Picked Up A Small Cannon Fodder,Comedy,5,10,5,5,19,3.5
Picked Up A Small Cannon Fodder,Fantasy,5,10,5,5,19,3.5
Picked Up A Small Cannon Fodder,Romance,5,10,5,5,19,3.5
For Love of the Game,Drama,1,3,3,7,30,4.4
For Love of the Game,Yaoi,1,3,3,7,30,4.4
For Love of the Game,Shounen Ai,1,3,3,7,30,4.4
For Love of the Game,Romance,1,3,3,7,30,4.4
For Love of the Game,Sports,1,3,3,7,30,4.4
Professional Accomplishment Of A White Lotus,Adventure,6,3,8,6,29,3.9
Professional Accomplishment Of A White Lotus,Drama,6,3,8,6,29,3.9
Professional Accomplishment Of A White Lotus,Fantasy,6,3,8,6,29,3.9
Professional Accomplishment Of A White Lotus,Historical,6,3,8,6,29,3.9
Professional Accomplishment Of A White Lotus,Romance,6,3,8,6,29,3.9
Professional Accomplishment Of A White Lotus,Tragedy,6,3,8,6,29,3.9
Transmigrating into the Female Supporting Character with a Good Life in a Laid-Back Novel,Slice of Life,7,10,45,87,182,4.3
Transmigrating into the Female Supporting Character with a Good Life in a Laid-Back Novel,Fantasy,7,10,45,87,182,4.3
Transmigrating into the Female Supporting Character with a Good Life in a Laid-Back Novel,Romance,7,10,45,87,182,4.3
Monster Factory,Sci-fi,73,20,24,51,226,3.9
Monster Factory,Supernatural,73,20,24,51,226,3.9
Monster Factory,Comedy,73,20,24,51,226,3.9
Monster Factory,Action,73,20,24,51,226,3.9
Monster Factory,Slice of Life,73,20,24,51,226,3.9
Monster Factory,Fantasy,73,20,24,51,226,3.9
The Little Village’s Ultimate Doctor,Harem,3,0,0,1,4,3.4
"Road Survival, I Have a Hint System!",Action,3,0,4,4,23,4.3
"Road Survival, I Have a Hint System!",Adventure,3,0,4,4,23,4.3
"Road Survival, I Have a Hint System!",Comedy,3,0,4,4,23,4.3
"Road Survival, I Have a Hint System!",Fantasy,3,0,4,4,23,4.3
My Pet Human Got Kidnapped by a Wild Human,Comedy,1,3,5,1,26,4.3
My Pet Human Got Kidnapped by a Wild Human,Fantasy,1,3,5,1,26,4.3
My Pet Human Got Kidnapped by a Wild Human,Xuanhuan,1,3,5,1,26,4.3
My Pet Human Got Kidnapped by a Wild Human,Yaoi,1,3,5,1,26,4.3
Xiao Hun Palace,Comedy,7,6,2,3,28,3.8
Xiao Hun Palace,Fantasy,7,6,2,3,28,3.8
Xiao Hun Palace,Romance,7,6,2,3,28,3.8
Xiao Hun Palace,Shoujo,7,6,2,3,28,3.8
Xiao Hun Palace,Xianxia,7,6,2,3,28,3.8
Using Marriage as Bait,Slice of Life,3,1,2,3,3,3.2
Using Marriage as Bait,Drama,3,1,2,3,3,3.2
Using Marriage as Bait,Romance,3,1,2,3,3,3.2
"Low IQ Supporting Female, Waiting for Death Online",Comedy,5,4,18,33,166,4.6
"Low IQ Supporting Female, Waiting for Death Online",Drama,5,4,18,33,166,4.6
"Low IQ Supporting Female, Waiting for Death Online",Tragedy,5,4,18,33,166,4.6
I Fell in Love After Becoming a Ghost,Supernatural,1,4,7,2,31,4.3
I Fell in Love After Becoming a Ghost,Comedy,1,4,7,2,31,4.3
I Fell in Love After Becoming a Ghost,Shounen Ai,1,4,7,2,31,4.3
